no,income
7295,1
22157,0
29225,0
11535,1
25189,0
8090,1
19553,0
1369,1
17537,0
5814,0
23277,0
18644,0
2705,0
17600,0
13419,0
24619,0
295,0
23032,0
238,0
29216,1
25970,0
19684,0
2517,0
3412,0
26693,0
13235,0
6924,0
15569,0
1639,0
27473,0
16773,0
15672,0
23910,0
7928,0
9605,1
17236,0
13062,0
28614,0
9092,0
21846,0
8056,0
6615,0
17860,0
1486,0
13479,0
14079,0
13890,0
6646,0
3238,0
6997,0
27628,0
2780,0
24514,0
20611,0
2805,0
18478,1
17678,1
16170,0
28321,0
7683,1
15843,0
14973,0
10106,0
20315,0
12967,0
19914,1
1150,0
27672,1
23813,1
22336,1
18449,0
3889,0
10855,0
17621,0
7083,0
15521,0
19858,0
23484,0
5658,0
13415,0
12109,1
1485,0
8755,0
24483,1
15032,0
24145,0
25077,0
17242,1
16147,0
8918,0
11963,1
4511,0
12074,0
9644,0
25876,0
20793,0
10156,0
22356,0
1653,0
3036,0
29292,0
28589,0
19671,0
7522,0
27281,0
14793,0
23931,1
10860,0
6543,0
13234,0
12338,1
12113,0
19345,0
22388,1
1707,0
26550,1
20593,0
19444,0
16276,1
12686,1
5490,0
15217,0
29260,0
13105,1
21101,0
9366,0
1073,0
15299,0
26810,0
4775,1
27277,0
15068,0
6180,0
5745,0
10985,0
27535,0
17139,0
13897,0
27267,0
1350,0
16865,1
15364,0
9159,0
27163,0
7787,1
23021,1
28583,0
25860,0
28527,0
21760,0
6533,0
8166,0
6143,0
1908,1
22083,1
9113,0
10035,0
13131,0
11483,0
20654,0
7885,1
13760,0
9748,0
27871,0
5979,1
3215,0
27489,0
899,0
13963,0
25996,0
4089,0
22936,0
28147,0
20096,1
13939,0
25546,0
4592,0
11225,0
3981,0
25656,0
18543,0
23671,1
14328,1
26314,0
23511,0
8498,1
2102,0
5035,0
1815,1
5617,0
2455,1
5685,0
17869,1
1837,1
19308,1
22501,0
28332,1
26356,1
15814,0
15009,0
4279,0
3246,0
3026,0
14886,0
24893,0
9407,0
20070,0
13242,1
12119,1
18499,0
14649,0
27425,1
3154,0
821,0
24279,1
4816,1
13044,0
19246,0
12614,1
3031,0
25808,0
13781,0
20578,0
7140,0
10203,0
1122,0
13148,1
23652,0
28627,1
22382,0
22733,0
7358,0
14638,0
6562,0
19347,0
26327,0
23092,0
4520,0
17705,0
19879,0
16205,0
5966,1
13835,0
2060,0
3597,0
1093,1
2005,0
1113,0
24584,0
3218,1
19110,0
5525,0
2332,0
13168,0
18488,0
8635,0
2120,0
23739,1
23128,0
25816,1
4705,0
1,0
13723,0
10824,0
17567,1
21944,0
17441,1
11734,1
1911,0
22840,0
24342,0
12854,0
19115,0
14437,0
8841,1
13619,0
28833,0
7220,0
20128,0
3897,0
25543,0
24559,1
1796,1
4247,0
16433,0
20861,0
17560,1
3462,1
11209,0
16450,1
15029,0
8378,1
12083,0
12040,1
24801,0
20177,1
17275,0
4191,0
15069,0
16767,0
2031,0
16539,1
2870,0
9378,1
13071,1
21205,0
6545,0
8169,0
7155,0
27049,1
8975,0
24018,0
25754,1
16617,0
17671,0
5781,0
754,0
22461,0
23274,0
14030,0
2090,0
8669,1
28372,0
8711,0
28800,1
10887,1
21937,0
26669,0
17023,0
16114,0
13682,0
5092,0
7848,0
15155,1
20938,1
28378,0
28936,0
1505,0
4241,0
7700,0
11069,0
6793,0
6815,0
21468,0
7116,0
15875,0
27103,0
19279,0
7514,0
14583,0
20796,0
17122,1
23664,0
8732,0
922,0
22458,0
26924,0
21741,1
18043,0
13406,1
2954,1
19674,1
4613,0
25502,0
17648,0
10958,0
10771,0
21747,0
10925,0
12269,1
26847,0
23049,0
9443,1
19191,0
2552,0
959,0
23316,0
26887,1
20599,0
18377,1
22110,1
18015,0
23936,0
2413,1
11305,0
23192,1
13605,0
27564,1
8176,1
10663,1
11073,1
27280,0
12236,0
6749,0
1392,0
8148,0
3960,0
11259,0
3056,0
18981,1
12115,0
2127,0
9820,0
10672,1
24610,0
12222,0
27279,0
1618,1
8075,0
12032,1
24142,1
25384,0
3171,0
1215,1
16483,0
7891,0
12145,1
27370,1
11645,0
13925,0
20452,0
3128,0
9499,0
28602,1
26320,0
27085,1
18883,0
7338,1
9399,0
483,0
19826,0
19505,0
28604,0
6546,0
10548,1
10823,0
27724,1
13565,0
13636,0
3910,0
20027,0
27326,0
18828,0
16844,0
13836,0
25386,0
24227,0
7937,1
21929,0
17763,0
17720,0
14463,0
28768,0
400,0
20482,0
24678,0
12217,0
2218,0
10784,0
6445,0
25813,0
28890,0
24273,0
28324,0
10913,0
10605,1
19015,0
15031,0
24891,0
21549,0
14426,0
24111,1
27311,0
18473,0
2648,0
19720,1
27230,0
5718,0
20911,0
27382,1
13883,0
2339,1
7199,1
9598,0
21230,0
29264,1
5052,0
11833,0
17104,0
7919,0
16158,1
177,1
22334,1
2445,0
14871,0
13399,0
3458,0
10070,1
11996,0
6476,0
27381,0
7607,0
27534,1
14378,0
17272,0
26631,0
27591,0
12603,0
10410,0
17644,0
3866,0
21029,0
13621,1
787,1
20873,1
3343,1
5703,0
15544,0
17039,0
23387,0
19758,1
13652,1
2836,0
8487,1
713,0
4640,0
868,0
5748,0
24761,1
17521,1
581,1
16881,0
21975,0
17179,0
6711,0
20420,1
25247,0
11092,0
16319,0
16615,0
10587,0
12136,0
23916,1
16940,0
15655,0
24039,0
12114,0
11812,0
3649,1
22222,0
24002,1
21875,0
27653,0
24314,0
27681,1
113,0
25664,0
12862,0
951,0
8275,0
1960,0
14864,0
13324,0
21086,0
27811,0
24630,0
9324,0
19791,0
5901,1
7405,0
1907,0
2999,0
9475,0
18850,1
1754,0
23211,0
18807,0
11247,0
8314,1
20534,1
17012,0
10202,0
13167,0
2214,0
9500,0
19606,0
4112,0
26538,0
290,0
17376,0
3272,0
3146,0
13626,1
19991,0
13776,0
27720,0
11342,0
5144,0
6459,0
5069,1
15889,1
26018,1
23138,0
11054,0
7587,1
22106,0
2381,0
28693,0
24710,0
22068,0
11148,0
8625,0
2444,1
10676,0
19770,1
17065,1
5569,1
19731,0
1161,0
25105,1
2537,1
22456,0
24037,0
25265,0
21740,0
20799,0
16325,0
16697,0
26960,0
20169,1
28404,1
5121,0
43,1
13258,0
7228,0
8833,0
9848,0
11633,0
26413,0
9438,0
4829,0
13221,0
7468,0
21942,0
8969,0
1970,1
14465,0
8955,0
6658,0
14749,0
10731,0
18855,1
27003,1
12190,0
17816,0
9891,0
21015,0
18013,0
17287,0
8292,1
5215,0
15021,1
19986,0
4285,1
27235,0
29069,0
2986,1
24847,1
25895,0
2176,0
25698,1
7863,1
15090,0
17517,1
17955,0
18095,0
3497,0
20344,0
21947,1
12484,0
1270,0
27044,0
4299,0
10296,0
18331,1
8034,0
1950,0
4378,0
16067,1
23444,1
8813,0
13239,0
11255,0
16068,1
16637,0
20415,0
1880,0
5860,0
11515,1
22013,0
17861,1
12124,0
28684,0
9603,0
14063,0
4172,0
27224,0
10157,1
20101,0
20481,0
2474,0
12184,1
2874,0
2390,0
9357,0
7067,0
1748,1
16687,0
14887,1
15362,0
6240,0
22905,0
19726,0
26793,1
28271,0
20850,1
7415,0
3394,0
13380,1
3767,0
19244,0
26478,0
11808,0
703,0
28888,0
3736,1
272,0
23555,1
11211,0
13849,0
21452,0
6889,0
14406,0
6671,0
25130,1
14317,0
19501,0
21450,0
26661,0
20974,0
10852,0
21644,0
15668,0
1790,1
15653,0
25048,0
8854,0
25305,1
11066,0
28578,0
2459,0
9316,0
1082,0
25243,0
19057,0
23982,0
12853,0
5057,0
2154,0
7909,0
7707,0
13420,0
7357,0
23482,1
25966,0
2406,1
9857,0
26668,0
20252,0
15221,0
25727,0
14445,1
14120,1
6694,1
12467,0
25427,0
8480,0
1455,0
16107,1
19983,1
16750,0
18399,1
18373,0
20576,0
1983,0
2939,0
16602,1
28575,0
27853,0
27298,0
20150,0
3582,0
9459,0
27334,0
27570,0
16142,1
1825,0
7282,1
23917,0
24317,0
25494,0
10636,0
19386,0
39,0
22532,0
7287,1
10649,0
1898,0
3268,0
5012,1
25272,1
18790,0
5596,0
7797,1
25059,0
27767,1
6465,1
22822,1
25314,1
16619,1
8665,0
9880,0
9881,1
7614,1
4838,0
14494,0
1255,0
16521,0
9615,0
25387,0
18182,0
9604,0
17153,0
29168,0
13726,0
16088,0
24520,0
7145,0
14759,1
14469,0
8631,1
13806,0
1776,1
10453,0
22700,0
19733,1
20782,0
28356,1
23780,1
11577,0
27485,0
9724,0
9131,0
5255,0
24240,1
2989,0
10494,1
10373,1
27098,1
17836,0
8079,0
28970,0
14642,0
17337,0
23037,0
3433,1
22746,0
23053,1
17445,1
9784,1
11756,1
27209,0
15632,0
17530,0
5848,0
25400,1
28972,1
158,1
22151,0
10692,0
7269,1
774,1
16702,0
26974,0
26432,0
18039,0
9036,0
5509,0
963,1
12700,0
13510,0
1394,1
10568,1
25585,0
1387,0
176,0
19162,0
5635,0
28675,0
3933,0
17137,0
4627,0
13509,0
3157,0
26090,0
6908,0
12277,1
16828,1
26997,0
3995,1
22971,0
13564,0
17982,0
1273,1
1227,0
25603,0
16009,0
3425,0
27994,1
23876,0
21094,0
15190,1
498,0
19328,0
21024,0
12263,0
12531,1
22031,0
666,0
24161,1
26629,1
1647,0
9937,0
24079,1
8491,0
10226,0
8025,0
25259,0
13440,0
8333,0
19034,0
23245,0
18663,0
22925,0
25072,1
18561,1
14876,0
3207,1
26913,0
13451,0
27482,1
2641,1
3599,1
3976,0
19946,1
1956,0
27240,0
27748,1
18711,1
26902,1
14748,0
26246,0
2866,0
28261,1
8546,0
19357,0
3444,1
23904,0
2974,1
29167,0
7353,0
28723,1
7029,1
17971,1
1389,0
16462,1
7266,0
9341,1
10924,0
7892,1
3701,0
21486,0
21239,0
22872,1
5614,0
9460,0
15574,0
6735,0
22224,0
22646,0
14055,0
6548,0
11373,0
15227,0
15504,1
3702,0
7611,1
17919,0
1086,0
1684,1
13485,0
29298,1
25582,0
21986,0
23199,0
22811,0
8160,0
5165,1
7181,0
27549,0
12226,0
15631,0
11957,0
3741,0
17354,1
21590,0
7113,1
16104,1
10668,1
28309,0
27475,0
15523,0
20623,0
4107,0
19098,0
6228,0
26615,1
23863,0
5578,0
7668,0
24971,1
8832,0
3100,1
23359,0
23854,0
11347,0
15485,0
26332,1
21464,0
22589,0
25382,1
22610,1
8661,0
4753,0
27727,0
19927,0
21611,0
10309,0
127,1
23923,1
11125,1
3033,0
6341,0
13949,1
20785,1
2209,1
5633,1
13165,0
11021,0
15700,0
14743,0
5382,0
26334,0
20227,0
6404,0
11206,1
16293,0
20045,1
23838,0
1333,1
18975,1
4879,1
1219,0
21950,1
20681,1
12369,0
27703,0
23168,0
2363,1
22587,1
23489,0
25791,0
18955,0
9433,0
9406,0
19907,1
485,1
2328,1
19518,1
5572,0
15626,0
5589,0
4220,0
12367,0
7709,0
23874,0
1305,0
21568,1
23895,0
28113,0
6455,0
7588,0
18278,0
13800,0
15805,0
12266,0
22726,1
5968,0
26568,0
8726,0
19638,0
17653,0
28504,0
24318,0
6923,0
3521,0
827,1
6488,0
10289,1
4955,0
12612,0
25070,1
15129,0
3008,0
11484,1
7969,0
27862,0
314,1
19541,0
24190,0
16447,0
9931,0
1596,0
8512,0
4059,0
8248,0
23346,0
28483,0
2049,0
25792,0
2219,1
17155,0
25635,0
3381,0
5014,0
9478,1
2628,0
22653,0
21617,0
12284,0
8229,1
12454,0
13906,1
13560,0
2868,0
2687,0
8925,0
9737,0
5945,1
11020,0
26469,0
26606,0
8427,0
8446,0
19698,0
8159,0
9961,0
13447,0
10578,0
28464,0
13007,1
6623,0
2512,0
3038,0
1853,0
13382,0
19975,0
18460,0
27204,0
10923,0
4458,0
7176,1
19128,0
8168,1
8303,0
15004,0
22935,0
18156,0
912,0
21182,0
23557,0
14493,0
23567,0
11969,0
5338,1
29074,1
25740,0
16070,1
9661,1
25257,0
23301,0
1884,0
18910,0
15151,0
10797,0
23786,1
29244,1
25377,0
5437,0
26680,1
7512,0
13907,0
21628,0
18714,1
19520,0
10171,1
207,0
5083,0
4010,0
18143,0
25274,0
23683,0
28181,0
16431,0
20317,0
5723,0
26523,0
28735,0
27857,0
20081,0
21049,0
3775,0
18325,0
23447,0
1261,0
20928,0
3620,0
7382,0
2800,0
4994,0
19311,0
19589,0
404,0
13884,0
19031,0
19060,1
21300,1
24694,0
28891,1
18259,0
16591,0
8088,1
6066,0
6879,1
14529,0
12875,0
19235,0
1190,1
10990,0
17586,0
28119,1
16941,0
28006,1
14249,0
14508,0
16705,0
28562,0
26325,0
27615,1
1736,0
23169,1
24648,1
9763,0
28679,0
23352,0
15846,0
12168,0
11359,0
8842,0
6877,0
11304,0
7331,0
18667,1
10903,0
6728,1
10772,0
11683,0
11906,0
18483,1
21513,0
16580,0
23779,1
15083,0
13992,1
21046,0
9506,1
16151,0
9910,0
1404,0
23052,0
27107,1
4225,1
12327,1
4034,0
26272,0
22778,0
26904,1
26815,0
16176,0
4779,0
980,0
18216,1
21161,0
26186,0
8380,0
24268,0
21335,1
12005,0
10690,1
17018,0
26785,0
20253,0
9056,0
9213,0
12726,0
20965,1
19092,1
16662,0
11657,0
15125,1
17108,0
1670,1
8328,0
8239,1
2124,1
16250,0
24071,1
27131,0
19629,0
20367,0
26578,0
13206,0
11109,1
20721,0
19071,0
25146,1
6909,0
25378,0
15612,0
20379,0
28086,0
16809,0
25356,1
5608,0
17866,1
3994,0
2441,0
14466,0
11308,0
13151,0
1590,0
2530,0
1095,0
25844,0
1553,0
8048,0
28467,0
19568,0
11400,0
27852,0
9284,0
23610,1
1787,0
20380,0
10810,0
12427,1
26182,0
18138,0
24955,0
6415,1
27371,0
2603,0
25973,0
20156,0
20153,0
25906,0
3920,0
5151,0
12799,0
12368,0
28901,0
23858,0
11652,0
5374,0
19463,1
9420,0
1204,0
10687,0
15719,0
19849,0
22165,0
12530,1
25468,0
5872,0
27361,0
312,0
25697,0
13357,1
18003,0
27452,0
16896,0
16318,0
17387,1
19811,1
22962,1
5688,0
25216,0
22743,0
7625,0
15204,0
28167,0
6718,0
7913,1
11065,0
20501,1
19146,0
1679,0
1530,0
13741,0
18655,0
17998,0
17526,0
2195,0
7399,0
8664,0
21833,0
23495,0
22276,0
2916,0
15001,0
28466,0
21670,0
16998,0
18421,0
6414,0
8467,0
15272,1
19580,0
20613,0
15281,0
3307,1
7089,0
21733,0
18815,0
27927,0
10870,0
24852,1
24657,1
941,0
28343,0
5823,0
119,0
10007,0
23976,0
26283,0
29124,1
10894,0
11581,0
20286,0
18898,0
5706,1
7078,0
20977,0
10957,0
14525,0
26545,0
21618,0
187,1
10257,0
5046,0
17962,0
26759,1
8435,0
29066,0
5610,1
475,0
18830,0
18576,0
15445,0
19534,0
21974,0
5099,1
7290,0
24085,0
28968,1
9702,1
15537,0
15334,0
13887,0
10940,0
4526,0
1693,0
26480,0
18542,0
24429,0
19197,0
26987,0
26150,0
24377,0
1320,0
17366,0
13115,0
4004,0
5471,0
4434,1
10734,0
10520,0
24931,0
12442,0
26130,0
4743,0
24141,1
23143,1
3524,0
26021,0
1893,0
11068,0
16950,0
15385,1
24174,0
26639,0
58,0
8610,0
3365,0
23125,0
14435,0
14331,0
13674,0
23118,0
14659,0
1502,1
18154,0
71,0
2558,0
17009,0
28696,0
27476,0
9027,1
5125,0
4901,1
17695,0
21373,1
911,1
20845,0
10020,0
19365,0
12306,0
4806,0
918,0
18980,0
466,0
19140,0
15486,1
7734,0
11634,0
15093,0
9519,0
21048,0
1295,0
21418,0
13980,1
28620,0
24587,0
5204,0
5927,1
24914,0
22455,0
16795,1
11635,0
4092,0
3155,0
5087,1
26349,0
21559,0
28093,0
2817,0
19665,0
8921,1
5969,0
20769,0
9968,0
615,0
8946,1
4629,0
15092,1
26048,0
21800,0
13725,0
28074,0
16233,0
16053,0
14293,0
2198,0
19882,0
15491,0
8247,0
17591,1
13864,0
13093,0
27500,0
14817,0
28569,0
9431,0
1813,1
10155,0
269,0
26559,0
27512,1
13100,0
27501,1
17414,0
3558,0
26943,0
17432,1
14620,0
4489,0
1444,0
1454,0
72,1
21873,0
27779,1
8891,0
20722,1
22282,1
5230,0
3537,0
29245,0
20659,0
6955,1
18455,0
10584,1
11548,1
22406,1
519,0
28882,1
9525,0
11025,1
20490,0
28394,0
7740,0
3690,0
24724,0
25981,0
2408,0
527,0
24991,0
27530,1
16515,0
23687,0
8734,0
11303,0
865,1
11233,0
13150,0
9198,0
29097,0
6752,0
13252,0
6356,0
19764,0
24365,0
26592,0
25605,0
3813,0
3197,0
13550,0
1162,0
20137,1
5835,1
845,0
24713,1
9180,1
5805,0
1876,0
3295,0
19401,0
17876,1
10546,0
6940,1
25096,1
18392,0
6796,1
3585,0
25230,0
3201,0
1744,1
27440,0
4589,0
23150,0
12944,1
15988,0
12164,0
8065,0
5686,0
28988,0
29178,0
28774,0
2386,0
25689,1
26616,0
1668,0
13468,1
8374,1
9943,1
13015,0
192,1
9382,0
51,0
20668,0
26752,0
14895,0
18965,0
4739,1
7640,1
29215,0
19325,0
15045,1
27992,0
24618,1
11508,0
6262,1
3259,0
1234,0
7120,0
7124,1
16361,0
8250,0
20224,0
24524,0
11703,0
25340,0
4321,0
10294,0
22976,0
4660,1
24421,0
11516,0
25323,0
3184,0
23354,0
7396,0
4127,0
8235,0
22696,0
25901,0
21,0
6316,0
1443,0
25100,1
1598,0
18553,1
24146,0
16473,1
10954,0
5651,1
24088,0
7302,0
22252,0
17576,0
23676,0
25516,0
11438,0
10334,0
14561,0
16028,0
10080,0
24775,1
11815,0
26032,0
16365,0
510,0
23111,0
28002,0
5846,0
28072,0
12568,0
12596,0
24448,0
28260,0
20281,0
28033,1
17017,0
6882,1
10483,1
3051,0
17619,0
14347,0
24099,1
15464,0
27422,0
7326,0
5964,0
19222,1
1616,0
27918,0
17807,0
13933,1
23479,0
14323,1
27809,0
28581,0
1557,0
12767,0
8541,0
28822,1
3978,0
1657,0
14459,0
17733,0
10463,1
8650,0
943,0
305,0
27245,0
29076,1
2649,0
21696,0
2718,0
17570,0
7090,0
2933,0
23126,0
24431,0
12062,1
8023,0
19171,0
22550,0
6452,0
27172,0
21319,1
8827,0
22848,0
23083,0
21441,0
8926,0
266,1
15240,0
20731,0
22409,1
492,1
24396,0
24320,0
9556,0
14839,1
13831,0
4628,0
5304,0
2084,0
1300,1
17784,1
9906,1
8326,0
25058,0
28160,0
13457,0
1357,0
3351,0
25181,0
23585,0
23039,0
28029,0
6960,0
13915,0
24180,0
27710,1
5179,0
13531,0
3885,1
3785,1
23228,1
27276,1
15748,1
3681,0
15564,0
12387,0
28672,0
18613,0
26610,0
25858,1
14243,0
6302,0
21998,0
15641,0
15020,0
5876,0
5378,0
4952,0
10496,0
21328,1
8344,0
7966,1
26080,1
2065,0
23563,0
16184,1
27786,0
20864,0
18724,0
609,0
7157,1
5161,0
28412,0
16676,0
17875,0
17722,0
28933,1
20827,1
8806,0
10611,1
4679,0
17420,0
2830,0
8346,0
7077,0
6130,0
16943,1
6736,0
29300,0
6525,0
6844,0
17901,0
13349,0
19369,0
3452,0
9127,0
9417,1
3335,1
23269,0
1319,0
23864,0
18913,0
9550,0
4054,0
24573,0
6987,0
5120,0
26139,0
12497,0
22844,0
21368,0
25662,0
25567,0
4543,0
20518,0
10184,0
5272,0
10033,0
24826,0
1257,0
1025,1
16337,1
1568,0
8103,0
17025,1
6028,0
18810,0
18934,0
10411,0
27093,0
12298,1
23330,1
246,0
4623,0
8016,0
10716,1
13608,0
28481,0
14156,0
22217,1
22082,1
1310,0
29112,1
8437,0
27427,0
4345,0
6851,0
28098,0
5768,0
29081,0
27778,0
20152,0
11791,1
4840,0
27075,0
22574,0
988,0
17066,0
24784,0
7472,0
12407,0
24832,0
9982,0
6852,0
17682,0
16518,1
3539,1
2561,0
7568,0
7267,0
4186,0
13717,0
18045,0
3657,0
12371,0
10630,1
26692,0
8694,0
22691,1
28828,0
17984,0
19710,1
9282,1
7292,0
17239,0
15900,0
7007,0
12647,0
25145,0
27356,1
5747,0
21804,1
17796,0
7560,0
28529,0
12824,0
28062,0
22830,0
6967,0
4773,0
9916,1
23121,0
3965,0
2248,1
21666,0
27117,1
6840,0
13926,0
27018,0
7092,0
5826,0
27844,0
22723,1
5999,0
24546,0
9064,0
3546,0
7387,1
13611,0
28821,0
25039,0
9805,0
16395,0
7375,0
14733,0
20774,1
8225,0
3037,0
3803,1
1962,1
4758,1
891,0
16931,0
29125,0
13651,1
10830,0
26942,0
15005,0
14985,0
28430,1
17708,1
1293,0
3559,0
9561,0
19166,0
16911,0
11224,0
1121,0
28183,1
23285,0
7771,1
2312,0
4429,1
26618,0
25193,0
22442,0
9105,0
25493,0
20206,0
1789,0
17309,0
12870,0
4700,0
11621,0
12956,0
14513,0
5534,0
19845,0
10450,0
17795,1
21504,0
13266,0
17201,0
1116,1
4102,1
17262,0
11189,1
6135,0
14883,1
19075,1
14440,0
4354,0
16498,1
4419,1
24872,0
20410,1
24172,0
14928,0
7760,0
2741,0
20162,0
20993,0
18620,1
8997,0
2995,0
7004,1
14755,1
4785,0
5564,0
5583,0
18575,0
13799,0
29274,0
26690,0
9255,0
11807,0
9042,1
7804,0
25442,0
25403,1
2016,0
19696,0
7121,0
2935,0
22432,1
5004,0
5833,0
24565,1
17220,0
18315,1
6977,0
7947,0
26577,0
1745,0
8071,0
9801,1
25851,0
1857,0
12389,1
806,0
7752,0
15943,0
10897,0
24249,0
17394,0
26286,0
20385,0
26781,1
23272,0
20606,0
12008,1
2035,0
21956,0
22051,1
14763,0
7713,0
20894,0
28215,0
27851,0
27268,0
13672,0
9242,0
7160,0
20012,0
6714,0
16265,0
11504,0
9166,0
13073,0
27246,1
21902,0
20274,0
8982,0
6391,0
6105,0
25158,0
15333,0
23805,0
18498,0
11561,0
9621,0
25019,0
8792,0
2631,0
12477,1
9024,0
848,0
18672,0
23768,1
4098,1
22772,1
11846,0
5713,0
15467,1
17738,1
16725,0
15701,1
2876,0
16050,0
20011,0
20258,1
25388,1
20865,0
1702,1
7564,0
14521,1
9307,0
12766,0
4655,0
25448,0
17038,0
23262,1
11519,1
582,1
2917,1
13223,1
248,0
24129,1
24373,0
24824,0
11530,0
18038,0
12146,0
19768,0
26438,0
21596,0
10777,0
10367,0
22218,1
8393,1
14088,0
1203,0
1751,0
9463,0
2678,1
27679,1
7856,0
2745,0
15966,0
25691,0
22101,1
19073,0
8172,0
3563,0
13772,0
6809,0
8915,0
23609,0
18444,1
9119,0
26596,0
10104,0
24137,0
5808,0
21122,0
28252,0
12621,1
13815,1
17452,0
19912,0
24423,0
11563,0
13297,1
10137,1
3447,0
22799,1
14309,0
5423,0
11855,1
19138,1
24204,0
15273,0
23170,1
8964,0
19792,1
15440,1
10232,0
10067,0
11330,0
14376,0
24078,0
4847,1
8161,0
26823,0
14019,1
2427,0
20350,0
6863,0
2293,0
15458,0
19616,0
7066,0
6479,1
3017,0
12177,0
3164,0
10840,1
22049,0
18686,0
15561,0
1178,1
8614,0
26920,1
1298,1
20304,1
21714,0
20553,0
730,0
11686,0
333,0
10632,1
11730,1
12185,0
5261,0
8848,0
23811,0
28398,0
9165,1
1797,0
20559,0
1479,0
21099,0
28777,0
10461,1
14419,0
28015,0
28543,0
4557,1
17206,1
16052,0
1559,1
5425,0
11664,1
11553,1
28102,0
16523,0
22613,0
22249,1
254,0
9773,0
16540,1
21811,0
5208,0
13397,0
4810,0
16886,0
19561,0
20607,1
1237,0
27976,0
4881,0
23894,0
21243,0
2409,1
27378,0
24638,0
28897,0
26106,0
7044,1
16495,0
12403,0
19105,0
1775,0
24781,0
1039,0
17279,0
12898,0
22541,0
17196,0
29129,0
16589,0
21285,1
27816,0
2731,0
10951,0
24411,0
5253,0
12174,0
9969,0
5192,1
9135,0
7440,0
3459,0
24959,0
23785,0
4157,0
7118,0
5668,0
3000,0
14543,0
13911,0
28209,0
25846,0
25291,0
671,0
11875,1
5072,1
19043,0
1283,0
27665,0
2730,0
6,1
22433,0
5794,0
17994,1
5844,0
5916,0
16967,0
3409,0
5181,1
12645,0
27585,0
20337,0
7712,0
16171,0
21661,0
3075,0
4359,0
3858,0
12839,0
6758,0
16010,1
3454,0
29061,0
8966,1
20190,0
2525,0
27247,1
17685,0
15202,1
22092,0
28555,0
17578,0
9071,1
11052,0
26912,0
634,0
2067,0
6031,0
18556,0
6480,1
14975,0
2555,0
18547,0
4291,0
15493,0
2418,0
9487,0
11892,0
24557,0
26894,0
23148,0
26556,0
18786,0
23454,0
763,1
5481,0
21011,0
6469,1
12234,0
17145,0
16025,0
964,0
18120,0
24644,0
17419,0
20095,0
17882,0
8091,0
15981,0
13475,0
19376,1
3160,0
13338,0
16074,1
18710,0
285,0
9312,1
5984,0
7586,0
9448,1
8289,0
22803,0
4262,1
16143,0
4541,0
25412,1
21561,1
9017,0
5587,0
12970,0
27459,0
2407,1
4504,0
17074,0
13721,0
12096,0
14027,0
598,0
17672,0
16700,1
4351,0
9949,0
9793,0
16214,0
23302,0
7961,0
26100,1
21053,0
27295,0
23201,0
11367,0
17527,1
10896,0
6822,1
16486,0
7286,0
10375,0
22941,0
6531,0
14186,0
8773,1
3370,1
20284,0
5019,0
14152,0
14988,0
16783,1
23427,0
17693,0
22313,0
25961,0
16472,0
27316,1
24951,1
27025,1
14643,0
15167,0
2434,1
10529,0
2365,0
3431,0
27566,0
12137,0
10244,0
3840,0
8433,0
24434,0
19923,0
20446,0
12924,0
4088,0
5947,1
28867,1
9193,0
18016,0
9533,0
5965,0
17963,0
14578,0
21638,0
5607,0
6484,1
4849,0
17667,1
16020,0
22682,0
18230,0
27900,1
3911,1
3659,0
570,0
12268,0
15916,0
22582,1
22649,1
26232,1
22681,0
1937,0
14713,0
16468,0
18199,0
20460,1
7313,0
12170,1
24569,1
25950,0
15884,0
10158,1
13974,0
13368,0
25195,0
12030,0
11067,0
23059,0
9643,0
11643,1
4835,0
5202,0
374,0
29062,0
23647,0
11029,0
22192,0
19059,0
17655,0
8759,0
3130,1
25474,0
2978,0
8274,1
25047,0
16595,0
13961,0
4909,0
4471,0
19290,0
10871,1
18482,0
13088,1
12085,0
21438,0
18549,0
6638,0
11168,1
21115,0
23788,0
14361,0
5526,1
26099,1
24199,0
14866,0
9902,0
145,1
7190,1
7644,0
25747,0
6547,1
16781,0
7806,0
16329,0
3125,0
28812,1
3068,0
28801,0
15438,0
18746,0
5058,0
17164,0
10127,0
10796,0
25836,1
2861,1
6450,1
23476,1
22115,0
1171,0
9711,0
10472,0
5217,0
10330,0
15896,1
24236,0
9744,0
8492,1
21427,0
14229,0
13904,1
18920,1
7052,0
14948,0
25184,0
4823,0
2243,1
17047,0
17873,0
26711,1
5637,0
2216,0
2850,0
15851,1
6400,0
24287,0
28976,1
16510,0
22880,0
25084,0
28673,1
3288,0
91,0
14885,0
20491,1
23823,0
20520,0
12989,0
16548,1
6435,0
24956,0
888,0
4721,0
29294,0
21258,0
18602,1
6549,0
22014,0
7894,0
14929,1
27872,0
24696,1
11207,0
10866,1
29255,0
14205,1
15731,0
16383,0
19154,1
12007,0
14071,1
24130,0
23056,0
26916,0
20705,0
7334,0
5321,0
18796,0
20728,0
12159,0
26585,0
17926,0
7905,0
15527,0
4698,0
18149,1
21520,0
11605,0
19499,0
14375,0
12488,1
26122,0
348,0
25467,0
10819,0
7112,0
19435,0
27787,0
9030,1
27436,0
11242,1
27094,0
12179,0
18231,1
27254,1
10198,0
9061,0
27939,0
25859,1
16666,0
15551,0
19743,0
9236,0
4005,0
5907,0
25886,0
22866,0
7851,0
16369,0
20893,0
24600,0
3089,0
3695,0
19566,1
19485,0
5762,0
26932,0
14744,0
3778,0
28373,0
